titulo,catalogo,sjr,q,h_index,total_citas,url_revista,pais,area,publisher,issn,widget
Natural Computing,journal,0.578,Q2,46,334,https://www.scimagojr.com/journalsearch.php?q=22206&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2",{'Computer Science': ['Computer Science Applications']},Springer Netherlands,"15677818, 15729796","<a href=""https://www.scimagojr.com/journalsearch.php?q=22206&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=22206"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Photogrammetric Record,journal,0.577,Q2,57,130,https://www.scimagojr.com/journalsearch.php?q=12367&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Earth and Planetary Sciences': ['Computers in Earth Sciences', 'Earth and Planetary Sciences (miscellaneous)'], 'Engineering': ['Engineering (miscellaneous)']}",Wiley-Blackwell Publishing Ltd,"0031868X, 14779730","<a href=""https://www.scimagojr.com/journalsearch.php?q=12367&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=12367"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Industrial Robot,journal,0.576,Q2,61,804,https://www.scimagojr.com/journalsearch.php?q=18047&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Control and Systems Engineering', 'Industrial and Manufacturing Engineering']}",Emerald Group Publishing Ltd.,"0143991X, 17585791","<a href=""https://www.scimagojr.com/journalsearch.php?q=18047&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=18047"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Infrastructures,journal,0.575,Q2,30,1594,https://www.scimagojr.com/journalsearch.php?q=21100942171&tip=sid&clean=0,"Switzerland,banderas/ch.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Earth and Planetary Sciences': ['Geotechnical Engineering and Engineering Geology'], 'Engineering': ['Building and Construction', 'Civil and Structural Engineering'], 'Materials Science': ['Materials Science (miscellaneous)']}",Multidisciplinary Digital Publishing Institute (MDPI),24123811,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100942171&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100942171"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal for Numerical Methods in Fluids,journal,0.573,Q2,126,612,https://www.scimagojr.com/journalsearch.php?q=18534&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Computational Mechanics', 'Mechanical Engineering', 'Mechanics of Materials'], 'Mathematics': ['Applied Mathematics']}",John Wiley and Sons Ltd,"02712091, 10970363","<a href=""https://www.scimagojr.com/journalsearch.php?q=18534&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=18534"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Simulation Modelling,journal,0.571,Q2,33,530,https://www.scimagojr.com/journalsearch.php?q=144698&tip=sid&clean=0,"Austria,banderas/at.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Mathematics': ['Modeling and Simulation']}",Vienna University of Technology,17264529,"<a href=""https://www.scimagojr.com/journalsearch.php?q=144698&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=144698"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Information and Computation,journal,0.570,Q2,81,342,https://www.scimagojr.com/journalsearch.php?q=25509&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computational Theory and Mathematics', 'Computer Science Applications', 'Information Systems'], 'Mathematics': ['Theoretical Computer Science']}",Elsevier Inc.,"08905401, 10902651","<a href=""https://www.scimagojr.com/journalsearch.php?q=25509&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=25509"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
ACM Transactions on Design Automation of Electronic Systems,journal,0.569,Q2,56,388,https://www.scimagojr.com/journalsearch.php?q=18662&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Graphics and Computer-Aided Design', 'Computer Science Applications'], 'Engineering': ['Electrical and Electronic Engineering']}",Association for Computing Machinery (ACM),"10844309, 15577309","<a href=""https://www.scimagojr.com/journalsearch.php?q=18662&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=18662"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Smart Structures and Systems,journal,0.569,Q2,64,1174,https://www.scimagojr.com/journalsearch.php?q=5300152722&tip=sid&clean=0,"South Korea,banderas/kr.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Control and Systems Engineering', 'Electrical and Electronic Engineering']}",Techno-Press,"17381584, 17381991","<a href=""https://www.scimagojr.com/journalsearch.php?q=5300152722&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=5300152722"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Revista de Educacion a Distancia,journal,0.560,Q2,16,236,https://www.scimagojr.com/journalsearch.php?q=21100897215&tip=sid&clean=0,"Spain,banderas/es.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Social Sciences': ['Education']}",Universidad de Murcia,15787680,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100897215&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100897215"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Emerging Technologies in Accounting,journal,0.559,Q2,26,289,https://www.scimagojr.com/journalsearch.php?q=19900193217&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Business, Management and Accounting': ['Accounting'], 'Computer Science': ['Computer Science Applications']}",American Accounting Association,"15541908, 15587940","<a href=""https://www.scimagojr.com/journalsearch.php?q=19900193217&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19900193217"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Robotic Intelligence and Automation,journal,0.555,Q2,50,518,https://www.scimagojr.com/journalsearch.php?q=21101152520&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Science Applications', 'Human-Computer Interaction'], 'Engineering': ['Control and Systems Engineering', 'Electrical and Electronic Engineering', 'Industrial and Manufacturing Engineering']}",Emerald Publishing,"27546969, 27546977","<a href=""https://www.scimagojr.com/journalsearch.php?q=21101152520&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101152520"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Genetic Programming and Evolvable Machines,journal,0.551,Q2,44,178,https://www.scimagojr.com/journalsearch.php?q=24208&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Hardware and Architecture', 'Software'], 'Mathematics': ['Theoretical Computer Science']}",Springer New York,"13892576, 15737632","<a href=""https://www.scimagojr.com/journalsearch.php?q=24208&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=24208"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Molecular Informatics,journal,0.550,Q2,75,517,https://www.scimagojr.com/journalsearch.php?q=19900192900&tip=sid&clean=0,"Germany,banderas/de.png?v=1.2","{'Biochemistry, Genetics and Molecular Biology': ['Molecular Medicine', 'Structural Biology'], 'Chemistry': ['Organic Chemistry'], 'Computer Science': ['Computer Science Applications'], 'Pharmacology, Toxicology and Pharmaceutics': ['Drug Discovery']}",Wiley - VCH Verlag GmbH & CO. KGaA,"18681743, 18681751","<a href=""https://www.scimagojr.com/journalsearch.php?q=19900192900&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19900192900"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Information Security Journal,journal,0.546,Q2,32,310,https://www.scimagojr.com/journalsearch.php?q=19700187807&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Software'], 'Decision Sciences': ['Information Systems and Management']}",Taylor and Francis Ltd.,"19393547, 19393555","<a href=""https://www.scimagojr.com/journalsearch.php?q=19700187807&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19700187807"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Aerospace Information Systems,journal,0.546,Q2,43,372,https://www.scimagojr.com/journalsearch.php?q=21100239834&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Aerospace Engineering', 'Electrical and Electronic Engineering']}",American Institute of Aeronautics and Astronautics Inc. (AIAA),23273097,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100239834&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100239834"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Multimodal Technologies and Interaction,journal,0.544,Q2,32,959,https://www.scimagojr.com/journalsearch.php?q=21100945706&tip=sid&clean=0,"Switzerland,banderas/ch.png?v=1.2","{'Computer Science': ['Computer Networks and Communications', 'Computer Science Applications', 'Human-Computer Interaction'], 'Neuroscience': ['Neuroscience (miscellaneous)']}",Multidisciplinary Digital Publishing Institute (MDPI),24144088,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100945706&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100945706"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
SoftwareX,journal,0.544,Q2,42,1966,https://www.scimagojr.com/journalsearch.php?q=21100422153&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Software']}",Elsevier B.V.,23527110,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100422153&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100422153"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Proceedings of the IEEE VLSI Test Symposium,conference and proceedings,0.540,,60,191,https://www.scimagojr.com/journalsearch.php?q=14939&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Electrical and Electronic Engineering']}",IEEE Computer Society,-,"<a href=""https://www.scimagojr.com/journalsearch.php?q=14939&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=14939"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Cryptography,journal,0.538,Q2,18,394,https://www.scimagojr.com/journalsearch.php?q=21101039441&tip=sid&clean=0,"Switzerland,banderas/ch.png?v=1.2","{'Computer Science': ['Computational Theory and Mathematics', 'Computer Networks and Communications', 'Computer Science Applications', 'Software'], 'Mathematics': ['Applied Mathematics']}",Multidisciplinary Digital Publishing Institute (MDPI),2410387X,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101039441&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101039441"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Numerical Functional Analysis and Optimization,journal,0.536,Q2,52,386,https://www.scimagojr.com/journalsearch.php?q=25710&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Signal Processing'], 'Mathematics': ['Analysis', 'Control and Optimization']}",Taylor and Francis Ltd.,"01630563, 15322467","<a href=""https://www.scimagojr.com/journalsearch.php?q=25710&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=25710"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Graph Algorithms and Applications,journal,0.535,Q2,38,92,https://www.scimagojr.com/journalsearch.php?q=28347&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computational Theory and Mathematics', 'Computer Science Applications', 'Computer Science (miscellaneous)'], 'Mathematics': ['Geometry and Topology', 'Theoretical Computer Science']}",Brown University,15261719,"<a href=""https://www.scimagojr.com/journalsearch.php?q=28347&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=28347"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Concurrency Computation Practice and Experience,journal,0.533,Q2,80,4698,https://www.scimagojr.com/journalsearch.php?q=27871&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computational Theory and Mathematics', 'Computer Networks and Communications', 'Computer Science Applications', 'Software'], 'Mathematics': ['Theoretical Computer Science']}",John Wiley and Sons Ltd,"15320626, 15320634","<a href=""https://www.scimagojr.com/journalsearch.php?q=27871&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=27871"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Digital Government: Research and Practice,journal,0.533,Q2,15,252,https://www.scimagojr.com/journalsearch.php?q=21101082067&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Networks and Communications', 'Computer Science Applications', 'Information Systems', 'Software'], 'Social Sciences': ['Public Administration']}",Association for Computing Machinery (ACM),26390175,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101082067&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101082067"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Forecasting,journal,0.532,Q2,15,465,https://www.scimagojr.com/journalsearch.php?q=21101122877&tip=sid&clean=0,"Switzerland,banderas/ch.png?v=1.2","{'Computer Science': ['Computational Theory and Mathematics', 'Computer Science Applications'], 'Decision Sciences': ['Decision Sciences (miscellaneous)'], 'Economics, Econometrics and Finance': ['Economics, Econometrics and Finance (miscellaneous)']}",,25719394,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101122877&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101122877"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
